query_index,col,query,model,temperature,top_p,answer_text_raw,token_count_in,token_count_out,token_count_total,char_count,word_count,n_citations_found,timestamp
25,NPC,how many states have outlawed abortion,gpt-4o,0.0,1.0,"As of March 5, 2026, abortion is illegal in 14 U.S. states, with limited exceptions. These states are:

- **Alabama**: Total ban with exceptions only to save the life of the pregnant person.
- **Arkansas**: Total ban with exceptions only to save the life of the pregnant person.
- **Idaho**: Total ban with exceptions for rape, incest (with a police report), or to save the life of the pregnant person.
- **Indiana**: Total ban with exceptions for rape, incest, fatal fetal anomaly, or to save the life of the pregnant person.
- **Kentucky**: Total ban with exceptions only to save the life of the pregnant person.
- **Louisiana**: Total ban with exceptions only to save the life of the pregnant person.
- **Mississippi**: Total ban with exceptions for rape or to save the life of the pregnant person.
- **Missouri**: Total ban with exceptions only to save the life of the pregnant person.
- **Oklahoma**: Total ban with exceptions only to save the life of the pregnant person.
- **South Dakota**: Total ban with exceptions only to save the life of the pregnant person.
- **Tennessee**: Total ban with exceptions only to save the life of the pregnant person.
- **Texas**: Total ban with exceptions only to save the life of the pregnant person.
- **West Virginia**: Total ban with exceptions for rape, incest, or to save the life of the pregnant person.
- **Wisconsin**: Total ban with exceptions only to save the life of the pregnant person.

Additionally, several states have enacted gestational limits on abortion:

- **Georgia**: Bans abortion after approximately six weeks of pregnancy.
- **Florida**: Bans abortion after 15 weeks of pregnancy.
- **North Carolina**: Bans abortion after 12 weeks of pregnancy.
- **Utah**: Bans abortion after 18 weeks of pregnancy.

It's important to note that abortion laws are subject to change due to ongoing legal challenges and legislative actions. For the most current information, consult official state resources or legal experts. ",308,462,770,1976,326,0,2026-03-05T17:58:43.342868
26,NPC,How many states have outlawed abortion,gpt-4o,0.0,1.0,"As of March 2026, abortion laws in the United States vary significantly by state. Approximately 15 states have enacted near-total abortion bans, prohibiting the procedure in nearly all circumstances. These states include Alabama, Arkansas, Idaho, Indiana, Kentucky, Louisiana, Mississippi, Missouri, North Dakota, Oklahoma, South Dakota, Tennessee, Texas, West Virginia, and Wisconsin. ([back.nber.org](https://back.nber.org/appendix/w33548/2025.03.05_Appendix.pdf?utm_source=openai))

In addition to these, several states have implemented gestational age bans, restricting abortions beyond a certain point in pregnancy. For example, Utah enforces an 18-week ban. ([cdn.plannedparenthood.org](https://cdn.plannedparenthood.org/uploads/filer_public/cc/b6/ccb6d499-4a8f-4ccf-8b88-f84195b3bb58/june_2024_abortion_ban_population_analysis.pdf?utm_source=openai))

It's important to note that legal challenges and court decisions continue to influence abortion access. For instance, in July 2025, the Wisconsin Supreme Court struck down the state's 176-year-old abortion ban, ruling that it was superseded by more recent laws permitting abortions until viability. ([apnews.com](https://apnews.com/article/01658358639a63db7df92aeec34c612d?utm_source=openai))

Given the dynamic nature of abortion legislation, it's advisable to consult current state laws or legal resources for the most up-to-date information. ",308,347,655,1404,146,3,2026-03-05T17:58:50.270513
27,NPC,How many states have outlawed abortion so far.,gpt-4o,0.0,1.0,"As of March 5, 2026, abortion is completely banned in 14 U.S. states:

- **Alabama**
- **Arkansas**
- **Idaho**
- **Indiana**
- **Kentucky**
- **Louisiana**
- **Mississippi**
- **Missouri**
- **North Dakota**
- **Oklahoma**
- **South Dakota**
- **Tennessee**
- **Texas**
- **West Virginia**

These states have enacted near-total abortion bans, with limited exceptions, such as to save the life of the pregnant individual. ([scrippsnews.com](https://www.scrippsnews.com/Politics/abortion/state-of-abortion-laws-a-year-after-roe-v-wade-overturned?utm_source=openai))

Additionally, several other states have implemented significant restrictions on abortion access:

- **Georgia**: Abortion is banned after approximately six weeks of pregnancy. ([en.wikipedia.org](https://en.wikipedia.org/wiki/Abortion_in_Georgia_%28U.S._state%29?utm_source=openai))

- **Florida**: Abortion is banned after 15 weeks of pregnancy. ([scrippsnews.com](https://www.scrippsnews.com/Politics/abortion/state-of-abortion-laws-a-year-after-roe-v-wade-overturned?utm_source=openai))

- **Nebraska**: Abortion is banned after 12 weeks of pregnancy. ([en.wikipedia.org](https://en.wikipedia.org/wiki/2024_Nebraska_Initiative_434?utm_source=openai))

- **Utah**: Abortion is banned after 18 weeks of pregnancy. ([scrippsnews.com](https://www.scrippsnews.com/Politics/abortion/state-of-abortion-laws-a-year-after-roe-v-wade-overturned?utm_source=openai))

It's important to note that abortion laws are subject to change due to ongoing legal challenges and legislative actions. For the most current information, consulting official state resources or legal experts is recommended. ",311,434,745,1649,154,5,2026-03-05T17:58:58.435689
28,NPC,Number of states that outlawed abortion.,gpt-4o,0.0,1.0,"As of November 2025, 13 states in the United States have enacted total bans on abortion with few exceptions. ([britannica.com](https://www.britannica.com/science/US-abortion-rights-by-state-2236312?utm_source=openai)) Additionally, four states—Georgia, South Carolina, Florida, and Iowa—have implemented bans on abortion after approximately six weeks of pregnancy. ([theguardian.com](https://www.theguardian.com/us-news/ng-interactive/2024/jul/29/abortion-laws-bans-by-state?utm_source=openai))

It's important to note that abortion laws are subject to change due to ongoing legal challenges and legislative actions. For the most current information, consulting official state resources or reputable organizations tracking reproductive health legislation is recommended. ",309,186,495,771,76,2,2026-03-05T17:59:02.763039
29,NPC,r,gpt-4o,0.0,1.0,Hello! How can I assist you today?,302,11,313,34,7,0,2026-03-05T17:59:03.511581
30,NPC,how many states have outlawed abortion in 2022?,gpt-4o,0.0,1.0,"In 2022, following the overturning of Roe v. Wade by the Supreme Court, multiple states moved to outlaw or restrict abortion. Around 13 states had ""trigger laws"" designed to automatically ban or severely restrict abortions once Roe was overturned. Additional states enacted their own bans or restrictions in 2022. 

For precise and updated information, considering changes and legal challenges, you might want to check the latest data from a reliable source or organization that tracks such legislation.",313,97,410,503,77,0,2026-03-05T17:59:07.180836
31,NPC,which states,gpt-4o,0.0,1.0,"Could you please provide more details or clarify what you're asking about states? Are you interested in U.S. states, their capitals, geographical information, or something else?",303,35,338,177,26,0,2026-03-05T17:59:08.347054
32,NPC,States banning abortion,gpt-4o,0.0,1.0,"As of March 5, 2026, abortion laws in the United States vary significantly by state, with several states implementing bans or severe restrictions. Here's an overview of the current landscape:

**States with Total Abortion Bans:**

- **Alabama:** Abortion is completely banned.
- **Arkansas:** Abortion is completely banned.
- **Idaho:** Abortion is completely banned.
- **Indiana:** Abortion is completely banned.
- **Kentucky:** Abortion is completely banned.
- **Louisiana:** Abortion is completely banned.
- **Mississippi:** Abortion is completely banned.
- **Missouri:** Abortion is completely banned.
- **North Dakota:** Abortion is completely banned.
- **Oklahoma:** Abortion is completely banned.
- **South Dakota:** Abortion is completely banned.
- **Tennessee:** Abortion is completely banned.
- **Texas:** Abortion is completely banned.

**States with Gestational Limits:**

- **Georgia:** Abortion is banned after six weeks of pregnancy.
- **Florida:** Abortion is banned after six weeks of pregnancy.
- **Iowa:** Abortion is banned after six weeks of pregnancy.
- **Nebraska:** Abortion is banned after 12 weeks of pregnancy.
- **North Carolina:** Abortion is banned after 12 weeks of pregnancy.
- **South Carolina:** Abortion is banned after six weeks of pregnancy.

**States with Legal Challenges and Pending Legislation:**

- **Missouri:** A proposed constitutional amendment (Amendment 3) to ban abortion, with limited exceptions, is set for a vote in November 2026. ([en.wikipedia.org](https://en.wikipedia.org/wiki/2026_Missouri_Amendment_3?utm_source=openai))
- **Virginia:** A proposed constitutional amendment to protect reproductive freedom, including abortion rights, is scheduled for a vote in November 2026. ([en.wikipedia.org](https://en.wikipedia.org/wiki/2026_Virginia_Right_to_Reproductive_Freedom_Amendment?utm_source=openai))
- **Ohio:** The Prenatal Equal Protection Act, introduced in June 2025, seeks to criminalize abortion in most circumstances. ([en.wikipedia.org](https://en.wikipedia.org/wiki/Ohio_Prenatal_Equal_Protection_Act?utm_source=openai))

**States with Legal Protections for Abortion:**

- **Michigan:** A constitutional amendment passed in November 2022 protects the right to reproductive freedom, including abortion.
- **Arizona:** A constitutional amendment passed in November 2024 safeguards the right to abortion up to fetal viability.

**Notable Legal Developments:**

- **Wyoming:** In January 2026, the Wyoming Supreme Court struck down laws that sought to ban most abortions and outlaw abortion pills, citing violations of the state constitution. ([apnews.com](https://apnews.com/article/a8396f0ed4a3229eed5e9fea575be63e?utm_source=openai))
- **South Carolina:** In May 2025, the state Supreme Court upheld a six-week abortion ban, clarifying the definition of ""heartbeat"" in the law. ([apnews.com](https://apnews.com/article/68df7ce8400493fdc175ec1fc4326a1e?utm_source=openai))

It's important to note that abortion laws are subject to ongoing legal challenges and legislative changes. For the most current information, consult official state resources or legal experts.


## Highlights:
- [South Carolina Supreme Court decides heartbeat definition allows six-week abortion ban](https://apnews.com/article/68df7ce8400493fdc175ec1fc4326a1e?utm_source=openai), Published on Wednesday, May 14
- [Abortion stays legal in Wyoming as its top court strikes down laws, including first US pill ban](https://apnews.com/article/a8396f0ed4a3229eed5e9fea575be63e?utm_source=openai), Published on Tuesday, January 06
- [Iowa's abortion ban, one of the nation's strictest, takes effect](https://www.axios.com/2024/07/25/iowa-abortion-ban-6-weeks-takes-effect?utm_source=openai), Published on Monday, July 29 ",304,912,1216,3752,435,8,2026-03-05T17:59:20.383339
33,NPC,how many states have outlawed abortion,gpt-4o,0.0,1.0,"As of March 5, 2026, abortion laws in the United States vary significantly by state. According to the Guttmacher Institute's 2025 full-year analysis, 13 states have implemented total abortion bans, while an additional 28 states enforce gestational limits ranging from six weeks to viability. ([guttmacher.org](https://www.guttmacher.org/node/300768/printable/print?utm_source=openai))

The 13 states with total abortion bans are:

- Alabama
- Arkansas
- Idaho
- Indiana
- Kentucky
- Louisiana
- Mississippi
- Missouri
- North Dakota
- Oklahoma
- South Dakota
- Tennessee
- Texas

It's important to note that legal challenges and legislative changes continue to influence abortion laws across the country. For instance, in Wyoming, the state Supreme Court ruled abortion restrictions unconstitutional under the state constitution in January 2026, affirming that decisions regarding pregnancy are protected as personal health care choices. ([en.wikipedia.org](https://en.wikipedia.org/wiki/Abortion_in_Wyoming?utm_source=openai))

Given the dynamic nature of abortion legislation, it's advisable to consult up-to-date sources or legal experts for the most current information on abortion laws in specific states.


## Highlights:
- [Michigan abortion clinics drop 12% over two years](https://www.axios.com/local/detroit/2026/03/05/michigan-abortion-clinics-drop-12-over-two-years?utm_source=openai), Published on Thursday, March 05
- [South Carolina Supreme Court decides heartbeat definition allows six-week abortion ban](https://apnews.com/article/68df7ce8400493fdc175ec1fc4326a1e?utm_source=openai), Published on Wednesday, May 14
- [Some States Consider Bills That Would Punish People Seeking Abortions](https://time.com/7269263/bills-punishing-people-seeking-abortions/?utm_source=openai), Published on Tuesday, March 18 ",308,436,744,1824,207,5,2026-03-05T17:59:28.099978
34,NPC,where is abortion illegal,gpt-4o,0.0,1.0,"As of March 2026, abortion laws vary significantly worldwide, with some countries maintaining complete bans and others allowing the procedure under specific circumstances.

**Countries with Total Abortion Bans:**

- **Andorra**: Abortion is entirely illegal, with penalties including imprisonment for both the woman and the provider. ([the-independent.com](https://www.the-independent.com/life-style/women/abortion-rights-uk-usa-bill-nhs-b2071339.html?utm_source=openai))

- **Malta**: Abortion is prohibited in all circumstances, with women facing up to three years in jail for undergoing the procedure. ([aljazeera.com](https://www.aljazeera.com/news/2022/5/3/a-global-look-at-abortion-and-some-of-the-worlds-toughest-laws?utm_source=openai))

- **Vatican City**: As the seat of the Roman Catholic Church, abortion is completely banned. ([theguardian.com](https://www.theguardian.com/global-development/2022/may/03/erosion-of-abortion-rights-gathers-pace-around-the-world-as-us-signals-new-era?utm_source=openai))

- **El Salvador**: Abortion has been banned without exception since 1998, with women facing severe penalties, including imprisonment. ([aljazeera.com](https://www.aljazeera.com/news/2022/5/3/a-global-look-at-abortion-and-some-of-the-worlds-toughest-laws?utm_source=openai))

- **Nicaragua**: Abortion is illegal under all circumstances. ([theguardian.com](https://www.theguardian.com/global-development/2022/may/03/erosion-of-abortion-rights-gathers-pace-around-the-world-as-us-signals-new-era?utm_source=openai))

- **Honduras**: Abortion is completely prohibited. ([theguardian.com](https://www.theguardian.com/global-development/2022/may/03/erosion-of-abortion-rights-gathers-pace-around-the-world-as-us-signals-new-era?utm_source=openai))

- **Republic of the Congo**: Abortion is illegal in all cases, with penalties including fines and imprisonment, though enforcement is rare. ([en.wikipedia.org](https://en.wikipedia.org/wiki/Abortion_in_the_Republic_of_the_Congo?utm_source=openai))

- **Madagascar**: Abortion is illegal in all circumstances, with penalties including imprisonment and fines. ([en.wikipedia.org](https://en.wikipedia.org/wiki/Abortion_in_Madagascar?utm_source=openai))

- **Senegal**: Abortion is prohibited, though the code of medical ethics allows it if three doctors agree it is needed to save a woman’s life. ([aljazeera.com](https://www.aljazeera.com/news/2022/5/3/a-global-look-at-abortion-and-some-of-the-worlds-toughest-laws?utm_source=openai))

- **Philippines**: Abortion has been prohibited for more than a century, with women facing severe penalties. ([aljazeera.com](https://www.aljazeera.com/news/2022/5/3/a-global-look-at-abortion-and-some-of-the-worlds-toughest-laws?utm_source=openai))

**Countries with Highly Restrictive Abortion Laws:**

- **Poland**: Abortion is permitted only in cases of rape, incest, or when the woman's health is at risk. ([theguardian.com](https://www.theguardian.com/global-development/2022/may/03/erosion-of-abortion-rights-gathers-pace-around-the-world-as-us-signals-new-era?utm_source=openai))

- **Liechtenstein**: Abortion is illegal except when the mother's life is in danger or if she is under 14 at the time of pregnancy. ([the-independent.com](https://www.the-independent.com/life-style/women/abortion-rights-uk-usa-bill-nhs-b2071339.html?utm_source=openai))

- **United Arab Emirates**: Abortion is illegal except if the pregnancy endangers the woman’s life or there is evidence the baby will not survive. ([aljazeera.com](https://www.aljazeera.com/news/2022/5/3/a-global-look-at-abortion-and-some-of-the-worlds-toughest-laws?utm_source=openai))

- **Ivory Coast**: Abortion is illegal except in cases of rape, incest, or if the pregnancy threatens life or health. ([en.wikipedia.org](https://en.wikipedia.org/wiki/Abortion_in_Ivory_Coast?utm_source=openai))

- **Gabon**: Abortion is only legal in cases of risk to the mother's life, risk of birth defects, pregnancy from rape or incest, or if the mother is a minor in distress, up to ten weeks of pregnancy. ([en.wikipedia.org](https://en.wikipedia.org/wiki/Abortion_in_Gabon?utm_source=openai))

**United States:**

Abortion laws in the United States vary by state. As of August 2024, 17 states have outlawed nearly all abortions, banning the procedure at six weeks of pregnancy or earlier, with some having narrow exceptions. Another eight states allow some access to the procedure, barring abortion between 12 and 23 weeks of pregnancy. The remaining 25 states, plus the District of Columbia, protect abortion rights. ([feeds.bbci.co.uk](https://feeds.bbci.co.uk/news/articles/cpvvvl9zq4eo?utm_source=openai))

It's important to note that even in countries where abortion is illegal, enforcement and access can vary, and some women may seek clandestine procedures, often at significant risk to their health. ",305,1217,1522,4860,434,16,2026-03-05T17:59:42.331468
35,NPC,How many states in the U.S have outlawed abortion?,gpt-4o,0.0,1.0,"As of March 2026, abortion laws in the United States vary significantly by state. According to the Kaiser Family Foundation (KFF), as of November 2025, 13 states have enacted total abortion bans, while an additional six states have implemented early gestational limits, restricting abortions between six and 12 weeks of pregnancy. ([kff.org](https://www.kff.org/womens-health-policy/exceptions-in-state-abortion-bans-and-early-gestational-limits/?utm_source=openai))

The 13 states with total abortion bans are:

- Alabama
- Arkansas
- Idaho
- Indiana
- Kentucky
- Louisiana
- Mississippi
- Missouri
- North Dakota
- Oklahoma
- South Dakota
- Tennessee
- Texas

The six states with early gestational limits are:

- Georgia
- Iowa
- Nebraska
- North Carolina
- South Carolina
- Utah

It's important to note that legal challenges and legislative changes continue to influence abortion laws across the country. For instance, in November 2024, a Georgia judge struck down the state's six-week abortion ban, restoring the legal window for abortions to about 20 weeks of pregnancy. ([apnews.com](https://apnews.com/article/632db7d5de815efa18aea52dadbfc59b?utm_source=openai)) Additionally, in May 2025, the South Carolina Supreme Court upheld the state's six-week abortion ban, clarifying the definition of ""heartbeat"" in the contested law. ([apnews.com](https://apnews.com/article/68df7ce8400493fdc175ec1fc4326a1e?utm_source=openai))

Given the dynamic nature of abortion legislation, it's advisable to consult up-to-date sources or legal experts for the most current information on abortion laws in specific states.


## Highlights:
- [Judge strikes down Georgia ban on abortions, allowing them to resume beyond 6 weeks into pregnancy](https://apnews.com/article/632db7d5de815efa18aea52dadbfc59b?utm_source=openai), Published on Monday, September 30
- [South Carolina Supreme Court decides heartbeat definition allows six-week abortion ban](https://apnews.com/article/68df7ce8400493fdc175ec1fc4326a1e?utm_source=openai), Published on Wednesday, May 14
- [Some States Consider Bills That Would Punish People Seeking Abortions](https://time.com/7269263/bills-punishing-people-seeking-abortions/?utm_source=openai), Published on Tuesday, March 18 ",313,559,872,2240,265,6,2026-03-05T17:59:49.605720
36,NPC,How many states outlawed abortion,gpt-4o,0.0,1.0,"As of March 2026, abortion laws in the United States vary significantly by state. Thirteen states have enacted near-total abortion bans, prohibiting the procedure in almost all circumstances. These states are:

- Alabama
- Arkansas
- Idaho
- Indiana
- Kentucky
- Louisiana
- Mississippi
- Missouri
- North Dakota
- Oklahoma
- South Dakota
- Tennessee
- Texas

Additionally, four states have implemented bans on abortion after approximately six weeks of pregnancy:

- Florida
- Georgia
- Iowa
- South Carolina

These laws have been subject to legal challenges and changes over time. For instance, Georgia's six-week abortion ban was overturned by a judge in September 2024, but the state appealed the ruling, and the law remains in effect during the appeal process. ([en.wikipedia.org](https://en.wikipedia.org/wiki/Abortion_in_Georgia_%28U.S._state%29?utm_source=openai))

It's important to note that abortion laws are continually evolving due to ongoing legislative actions and court decisions. For the most current information, consulting official state resources or legal experts is recommended.


## Highlights:
- [Judge strikes down Georgia ban on abortions, allowing them to resume beyond 6 weeks into pregnancy](https://apnews.com/article/632db7d5de815efa18aea52dadbfc59b?utm_source=openai), Published on Monday, September 30
- [Some States Consider Bills That Would Punish People Seeking Abortions](https://time.com/7269263/bills-punishing-people-seeking-abortions/?utm_source=openai), Published on Tuesday, March 18
- [US conservatives revive the battle over abortion access](https://www.lemonde.fr/en/international/article/2024/12/27/in-the-us-conservatives-revive-the-battle-over-abortion-access_6736479_4.html?utm_source=openai), Published on Thursday, December 26 ",307,425,732,1777,211,4,2026-03-05T17:59:56.018267
37,NPC,How many states have outlawed abortion,gpt-4o,0.0,1.0,"As of March 2026, abortion is completely banned in 13 U.S. states: Alabama, Arkansas, Idaho, Indiana, Kentucky, Louisiana, Mississippi, Missouri, North Dakota, Oklahoma, South Dakota, Tennessee, and Texas. ([theguardian.com](https://www.theguardian.com/us-news/ng-interactive/2024/jul/29/abortion-laws-bans-by-state?utm_source=openai))

Additionally, several states have implemented early gestational limits:

- **6-week bans**: Florida, Georgia, Iowa, and South Carolina.

- **12-week bans**: Nebraska and North Carolina.

- **15-week ban**: Arizona.

- **18-week ban**: Utah.

([amnestyusa.org](https://www.amnestyusa.org/wp-content/uploads/2024/08/Abortion-in-the-USA-2024-By-Amnesty-USA-TEAM.pdf?utm_source=openai))

These restrictions have significantly impacted access to abortion services across the country.


## Highlights:
- [Michigan abortion clinics drop 12% over two years](https://www.axios.com/local/detroit/2026/03/05/michigan-abortion-clinics-drop-12-over-two-years?utm_source=openai), Published on Thursday, March 05
- [Judge strikes down Georgia ban on abortions, allowing them to resume beyond 6 weeks into pregnancy](https://apnews.com/article/632db7d5de815efa18aea52dadbfc59b?utm_source=openai), Published on Monday, September 30
- [Arizona can enforce an 1864 law criminalizing nearly all abortions, court says](https://apnews.com/article/9c68866d69dca38c728dd27b80592e8f?utm_source=openai), Published on Tuesday, April 09 ",308,400,708,1446,130,5,2026-03-05T18:00:02.604937
38,NPC,Is abortion illegal in my state,gpt-4o,0.0,1.0,I need to know your state to provide accurate information. Could you please tell me which state you're in?,307,23,330,106,19,0,2026-03-05T18:00:04.110172
39,NPC,number of states that have outlawed abortion,gpt-4o,0.0,1.0,"As of March 5, 2026, abortion laws in the United States vary significantly by state. According to a report by Amnesty International, 14 states have enacted near-total abortion bans: Alabama, Arkansas, Idaho, Indiana, Kentucky, Louisiana, Mississippi, Missouri, North Dakota, Oklahoma, South Dakota, Tennessee, Texas, and West Virginia. ([amnestyusa.org](https://www.amnestyusa.org/wp-content/uploads/2024/08/Abortion-in-the-USA-2024-By-Amnesty-USA-TEAM.pdf?utm_source=openai))

Additionally, several states have implemented bans at specific points in pregnancy:

- **Six-week bans**: Florida, Georgia, Iowa, and South Carolina.

- **Twelve-week bans**: Nebraska and North Carolina.

- **Fifteen-week ban**: Arizona.

- **Eighteen-week ban**: Utah.

It's important to note that legal challenges and legislative changes continue to affect abortion laws across the country. For instance, in Wyoming, a near-total abortion ban enacted in 2023 was struck down by a judge in 2024, and the Wyoming Supreme Court ruled abortion restrictions unconstitutional under the state constitution in January 2026. ([en.wikipedia.org](https://en.wikipedia.org/wiki/Abortion_in_Wyoming?utm_source=openai))

Given the dynamic nature of abortion legislation, it's advisable to consult current state laws or legal resources for the most up-to-date information. ",309,319,628,1338,159,2,2026-03-05T18:00:10.345452
40,NPC,in how many states is abortion illegal?,gpt-4o,0.0,1.0,"As of March 5, 2026, abortion is illegal in 14 U.S. states. These states have enacted laws that prohibit abortion at all stages of pregnancy, with limited exceptions. The specific states where abortion is illegal include:

- **Alabama**: Abortion is banned at all stages, with exceptions only when the patient's life or health is at risk. There are no exceptions for rape or incest. Violating the ban is considered a Class A felony, punishable by up to 99 years in prison. ([scrippsnews.com](https://www.scrippsnews.com/Politics/abortion/state-of-abortion-laws-a-year-after-roe-v-wade-overturned?utm_source=openai))

- **Arkansas**: Abortion is completely banned except when necessary to save the life of the patient. There are no exceptions for rape or incest. Doctors performing abortions can face fines up to $100,000 and up to 10 years in prison. ([scrippsnews.com](https://www.scrippsnews.com/Politics/abortion/state-of-abortion-laws-a-year-after-roe-v-wade-overturned?utm_source=openai))

- **Idaho**: Abortion is banned at all stages of pregnancy, with exceptions in cases where the patient's life is at risk or in instances of rape or incest, provided a police report has been filed and presented to the doctor. ([scrippsnews.com](https://www.scrippsnews.com/Politics/abortion/state-of-abortion-laws-a-year-after-roe-v-wade-overturned?utm_source=openai))

- **Indiana**: Abortion is illegal, with exceptions for fatal fetal abnormalities, to preserve the life and physical health of the pregnant woman, or (before 10 weeks post-fertilization) in cases of rape or incest. ([en.wikipedia.org](https://en.wikipedia.org/wiki/Abortion_law_in_the_United_States_by_state?utm_source=openai))

- **Kentucky**: Abortion is banned at all stages, with exceptions only when the patient's life is at risk. There are no exceptions for rape or incest. ([scrippsnews.com](https://www.scrippsnews.com/Politics/abortion/state-of-abortion-laws-a-year-after-roe-v-wade-overturned?utm_source=openai))

- **Louisiana**: Abortion is illegal at all stages, with exceptions only when the patient's life is at risk. There are no exceptions for rape or incest. ([scrippsnews.com](https://www.scrippsnews.com/Politics/abortion/state-of-abortion-laws-a-year-after-roe-v-wade-overturned?utm_source=openai))

- **Mississippi**: Abortion is illegal, with exceptions when the pregnant woman's life is in danger, as well as in cases of rape. There are no exceptions for fatal fetal abnormalities. Attempted or completed abortion is punishable with a maximum of 10 years imprisonment. ([en.wikipedia.org](https://en.wikipedia.org/wiki/Abortion_law_in_the_United_States_by_state?utm_source=openai))

- **Missouri**: Abortion is illegal at all stages, with exceptions only when the patient's life is at risk. There are no exceptions for rape or incest. ([scrippsnews.com](https://www.scrippsnews.com/Politics/abortion/state-of-abortion-laws-a-year-after-roe-v-wade-overturned?utm_source=openai))

- **North Dakota**: Abortion is generally illegal, with exceptions to save the life of the pregnant woman, or, until 6 weeks into a pregnancy, in cases of rape or incest. ([en.wikipedia.org](https://en.wikipedia.org/wiki/Abortion_law_in_the_United_States_by_state?utm_source=openai))

- **Oklahoma**: Abortion is illegal unless necessary to save the life of a pregnant individual. ([en.wikipedia.org](https://en.wikipedia.org/wiki/Abortion_in_Oklahoma?utm_source=openai))

- **South Dakota**: Abortion is banned at all stages, with exceptions only when the patient's life is at risk. There are no exceptions for rape or incest. ([scrippsnews.com](https://www.scrippsnews.com/Politics/abortion/state-of-abortion-laws-a-year-after-roe-v-wade-overturned?utm_source=openai))

- **Tennessee**: Abortion is illegal at all stages, with exceptions only when the patient's life is at risk. There are no exceptions for rape or incest. ([scrippsnews.com](https://www.scrippsnews.com/Politics/abortion/state-of-abortion-laws-a-year-after-roe-v-wade-overturned?utm_source=openai))

- **Texas**: Abortion is illegal, except when necessary to save the pregnant woman's life. There are no exceptions for rape, incest, or fatal fetal abnormalities. ([en.wikipedia.org](https://en.wikipedia.org/wiki/Abortion_law_in_the_United_States_by_state?utm_source=openai))

- **West Virginia**: Abortion is banned at all stages, with exceptions only when the patient's life is at risk. There are no exceptions for rape or incest. ([scrippsnews.com](https://www.scrippsnews.com/Politics/abortion/state-of-abortion-laws-a-year-after-roe-v-wade-overturned?utm_source=openai))

It's important to note that abortion laws are subject to change due to ongoing legal challenges and legislative actions. For the most current information, consulting official state resources or legal experts is recommended. ",309,1182,1491,4837,512,14,2026-03-05T18:00:20.022685
41,NPC,what states have outlawed abortion,gpt-4o,0.0,1.0,"As of March 5, 2026, abortion laws in the United States vary significantly by state. Several states have enacted total bans on abortion, while others have implemented restrictions based on gestational age. Below is an overview of states with total abortion bans and those with significant restrictions:

**States with Total Abortion Bans:**

- **Alabama**: Abortion is completely banned.
- **Arkansas**: Abortion is completely banned.
- **Idaho**: Abortion is completely banned.
- **Indiana**: Abortion is completely banned.
- **Kentucky**: Abortion is completely banned.
- **Louisiana**: Abortion is completely banned.
- **Mississippi**: Abortion is completely banned.
- **Missouri**: Abortion is completely banned.
- **North Dakota**: Abortion is completely banned.
- **Oklahoma**: Abortion is completely banned.
- **South Dakota**: Abortion is completely banned.
- **Tennessee**: Abortion is completely banned.
- **Texas**: Abortion is completely banned.
- **West Virginia**: Abortion is completely banned.

**States with Significant Abortion Restrictions:**

- **Georgia**: Abortion is banned after approximately six weeks of pregnancy.
- **South Carolina**: Abortion is banned after approximately six weeks of pregnancy.
- **Florida**: Abortion is banned after six weeks of pregnancy.
- **Iowa**: Abortion is banned after six weeks of pregnancy.
- **North Carolina**: Abortion is banned after 12 weeks of pregnancy.
- **Nebraska**: Abortion is banned after 12 weeks of pregnancy.
- **Utah**: Abortion is banned after 18 weeks of pregnancy.
- **Wisconsin**: Abortion is banned after 20 weeks of pregnancy.
- **Ohio**: Abortion is banned after 22 weeks of pregnancy.
- **Pennsylvania**: Abortion is banned after 24 weeks of pregnancy.
- **New Hampshire**: Abortion is banned after 24 weeks of pregnancy.

It's important to note that legal challenges and legislative changes continue to affect abortion laws across the country. For instance, in Wyoming, a near-total abortion ban was struck down by the state's Supreme Court in January 2026, affirming that decisions regarding pregnancy are protected under the state's constitution. ([en.wikipedia.org](https://en.wikipedia.org/wiki/Abortion_in_Wyoming?utm_source=openai))

Given the dynamic nature of abortion legislation, it's advisable to consult official state resources or legal experts for the most current information.


## Highlights:
- [South Carolina Supreme Court decides heartbeat definition allows six-week abortion ban](https://apnews.com/article/68df7ce8400493fdc175ec1fc4326a1e?utm_source=openai), Published on Wednesday, May 14
- [Abortions in Florida plunged more than in any other state in 2024, new data shows](https://www.axios.com/local/tampa-bay/2025/04/15/florida-abortion-data-2024?utm_source=openai), Published on Tuesday, April 15 ",307,669,976,2810,370,3,2026-03-05T18:00:31.753695
